staker,lp,stt,ste,faction
terra174lu0...4lvz,125.231761,0,156.53970125,interstellars
terra1744na...r80l,2.57046,0,3.2130750000000003,interstellars
terra1744yh...ph2l,0.199911,0,0.24988875,interstellars
terra174j4d...4kdt,55.416572,0,69.270715,interstellars
terra174d49...lntn,11.359155,0,14.19894375,interstellars
terra175623...vnrg,224.445962,0,280.5574525,interstellars
terra1754mm...eys4,33.886297,0,42.35787125,interstellars
terra1753xm...8yev,0.603509,0,0.7543862499999999,interstellars
terra1759lq...t8md,5055.419564,0,6319.274455,interstellars
terra17num0...zqlj,17.21,0,21.512500000000003,interstellars
terra17neul...vmj8,0.433818,0,0.5422724999999999,interstellars
terra17nc5e...46hw,2.023662,0,2.5295775,interstellars
terra17nsl0...fvvx,38.000405,0,47.50050625,interstellars
terra17nwwe...pyka,35.434956,0,44.293695,interstellars
terra17ndrj...hj3s,45.111302,0,56.3891275,interstellars
terra17nrp3...aypf,2.528738,0,3.1609225000000003,interstellars
terra1737gn...p76e,251.282356,0,314.102945,interstellars
terra173685...vjpd,2.088417,0,2.61052125,interstellars
terra1733ad...kqml,0.001927,0,0.00240875,interstellars
terra173d39...c7d9,67.855488,0,84.81935999999999,interstellars
terra173v92...gjsu,430.839551,0,538.5494387499999,interstellars
terra1738va...q8h7,0.020375,0,0.025468750000000002,interstellars
terra173ze0...lgya,44.963864,0,56.20483,interstellars
terra17s6ts...k3zl,56.002968,0,70.00371,interstellars
terra17s3gg...stya,0.868575,0,1.08571875,interstellars
terra17syj6...vfsg,2.008816,0,2.51102,interstellars
terra17074r...26tf,0.457,0,0.57125,interstellars
terra17w68u...xjs8,11.46,0,14.325000000000001,interstellars
terra17w0r4...fxhx,0.01,0,0.0125,interstellars
terra17wgr5...knl4,70.905751,0,88.63218875,interstellars
terra17d5y5...7eg2,237.460739,0,296.82592375,interstellars
terra17d3gf...2lnn,19.6,0,24.5,interstellars
terra17dzrh...wz00,23.524955,0,29.40619375,interstellars
terra17vl7e...pjnh,22.219419,0,27.77427375,interstellars
terra17vatu...9hsc,38.908165,0,48.635206249999996,interstellars
terra17vu0n...cpg7,779.81,0,974.7624999999999,interstellars
terra17vu2q...25sy,0.414813,0,0.51851625,interstellars
terra17v50h...07s5,0.410911,0,0.51363875,interstellars
terra17t6vw...szf6,3.292566,0,4.1157075,interstellars
terra17t2mr...3ure,0.177959,0,0.22244875,interstellars
terra17trjl...z6w0,275.939651,0,344.92456375000006,interstellars
terra172u3e...j70v,0.406766,0,0.5084575,interstellars
terra172u03...xm9c,0.00137,0,0.0017124999999999998,interstellars
terra172me0...sxjf,0.188502,0,0.2356275,interstellars
terra172k2y...8ur3,83.365252,0,104.206565,interstellars
terra172f84...j0hm,0.613183,0,0.7664787500000001,interstellars
terra17f7w5...sv9a,45.019893,0,56.27486625,interstellars
terra17fauv...wv8t,10.771189,0,13.46398625,interstellars
terra17fegk...urh6,2.17377,0,2.7172125000000005,interstellars
terra17fsxn...lj0c,2.017995,0,2.5224937499999998,interstellars
terra17fwxc...7dm8,10006.33274,0,12507.915925,interstellars
terra17f9nu...m0rw,0.412717,0,0.51589625,interstellars
terra17fp4k...jv55,1.908428,0,2.385535,interstellars
terra17ghwz...vm8j,0.400793,0,0.50099125,interstellars
terra17gnye...tvjf,4000.2556,0,5000.3195,interstellars
terra17gdlt...8k67,2.110663,0,2.6383287500000003,interstellars
terra1787nc...3rlp,0.188971,0,0.23621375,interstellars
terra178cen...zmn9,7306.285276,0,9132.856595,interstellars
terra178jz3...rk07,36.771992,0,45.96499,interstellars
terra178dz7...vwxp,154.548637,0,193.18579625,interstellars
terra17xavt...k9zm,13.14292,0,16.42865,interstellars
terra17xd2y...5ddh,217.931147,0,272.41393375,interstellars
terra17xgts...helz,2.181963,0,2.72745375,interstellars
terra179unn...vv2h,703.165049,0,878.95631125,interstellars
terra17y5mk...dngg,0.930658,0,1.1633225,interstellars
terra17reel...y6xx,7.273984,0,9.09248,interstellars
terra17rwqc...hvvc,0.758362,0,0.9479525,interstellars
terra17z5dd...s2v0,201.988919,0,252.48614875,interstellars
terra17z2kq...n3pm,8.476019,0,10.595023750000001,interstellars
terra17zguc...eyc8,3571,0,4463.75,interstellars
terra17z9ce...x409,246.491676,0,308.114595,interstellars
terra17pmnj...98l8,51.859992,0,64.82499,interstellars
terra17p6c7...j3ex,0.022174,0,0.0277175,interstellars
terra17p33r...zex8,0.024607,0,0.03075875,interstellars
terra17p00l...wjdu,3.303832,0,4.12979,interstellars
terra17pdut...a6u8,0.000002,0,0.0000024999999999999998,interstellars
terra1a7eyj...dnu0,0.006035,0,0.00754375,interstellars
terra1a73as...0wva,0.363279,0,0.45409875,interstellars
terra1a7wz3...5clc,2345.529438,0,2931.9117975,interstellars
terra1aaaky...tgp2,0.100674,0,0.1258425,interstellars
terra1aakaa...sn90,100.163025,0,125.20378125,interstellars
terra1aadp0...0c7m,3.890298,0,4.8628725,interstellars
terra1aaqu5...m57e,0.873715,0,1.09214375,interstellars
terra1aaq0h...wx2r,0.1832,0,0.229,interstellars
terra1auxwy...cuhr,69.719134,0,87.1489175,interstellars
terra1amvx7...uplq,18.941451,0,23.67681375,interstellars
terra1a6g69...qlyy,483.55793,0,604.4474125,interstellars
terra1a6r4c...cqvq,0.416198,0,0.5202475,interstellars
terra1aek8q...28m4,105.705063,0,132.13132875,interstellars
terra1aewek...6dhe,25.74166,0,32.177075,interstellars
terra1acun2...5gyy,40,0,50,interstellars
terra1acn3l...yx0p,0.518034,0,0.6475425,interstellars
terra1ah0jr...696z,25.211611,0,31.514513750000003,interstellars
terra1ak3x9...gh6e,1.03639,0,1.2954875,interstellars
terra1akwqe...7t4w,69.23087,0,86.53858749999999,interstellars
terra1a5eq8...pw38,0.587417,0,0.7342712499999999,interstellars
terra1anyme...30xw,17.005417,0,21.25677125,interstellars
terra1ajl9g...7f67,25329.727343,0,31662.15917875,interstellars
terra1ajmum...yh3x,29.567796,0,36.959745,interstellars
terra1ajjsj...0g07,0.000002,0,0.0000024999999999999998,interstellars
terra1ajwnr...qv8w,195,0,243.75,interstellars
terra1ajv5x...57tw,53.346739,0,66.68342375,interstellars
terra1ajpvl...998v,0.53903,0,0.6737875,interstellars
terra1ajqqt...yyxp,501.098869,0,626.37358625,interstellars
terra1a3mve...2s0p,11.257373,0,14.07171625,interstellars
terra1a3em0...4t04,71.645004,0,89.556255,interstellars
terra1a3vpx...3pdt,41.860173,0,52.325216250000004,interstellars
terra1a3z8t...j4wy,211.332307,0,264.16538375,interstellars
terra1a3q2m...ehxj,29853.004835,0,37316.25604375,interstellars
terra1asm7v...xumg,0.022627,0,0.028283750000000003,interstellars
terra1as4cw...lz2g,33.03,0,41.2875,interstellars
terra1asfd3...daw8,923.506952,0,1154.38369,interstellars
terra1a0lez...mqwu,0.374568,0,0.46821,interstellars
terra1a0m6y...yg8l,2.6778,0,3.34725,interstellars
terra1a0ezc...x8es,2496.287733,0,3120.3596662500004,interstellars
terra1a0dt6...uqzx,3.319873,0,4.14984125,interstellars
terra1aw7r2...qp4z,40.061927,0,50.07740875,interstellars
terra1awh0d...mxr3,2598.919795,0,3248.6497437499997,interstellars
terra1awk7s...jqfq,995.205994,0,1244.0074925000001,interstellars
terra1aw4zj...35cu,407.030235,0,508.78779375,interstellars
terra1awt54...j7nk,52.959255,0,66.19906875,interstellars
terra1aw859...q05p,484.022141,0,605.02767625,interstellars
terra1adanj...a5ue,0.409214,0,0.5115175000000001,interstellars
terra1ade6s...3wkf,3355.826592,0,4194.78324,interstellars
terra1adj9v...g58p,0.01995,0,0.024937499999999998,interstellars
terra1addlt...m4dk,2286.31844,0,2857.89805,interstellars
terra1adt70...hm05,0.966374,0,1.2079674999999999,interstellars
terra1adxwv...y54e,102.486224,0,128.10778000000002,interstellars
terra1avcyk...hcj9,0.816933,0,1.02116625,interstellars
terra1avg9u...4gy9,32.848097,0,41.06012125,interstellars
terra1avxtd...ta7k,0.412686,0,0.5158575,interstellars
terra1avply...lgdp,65,0,81.25,interstellars
terra1atdy2...5wel,0.412345,0,0.51543125,interstellars
terra1at236...zm4q,57.271594,0,71.5894925,interstellars
terra1atp25...yl9c,36.617936,0,45.77242,interstellars
terra1a27mw...gx35,51.956137,0,64.94517125,interstellars
terra1a29p0...zsyh,20,0,25,interstellars
terra1a2r3x...kals,0.022626,0,0.028282500000000002,interstellars
terra1afah2...eml0,0.898288,0,1.12286,interstellars
terra1afgu8...tz7k,0.102587,0,0.12823375,interstellars
terra1agez2...034u,104.552234,0,130.6902925,interstellars
terra1agf87...nmev,2.08065,0,2.6008125,interstellars
terra1aggy4...d02t,0.024473,0,0.03059125,interstellars
terra1a8apq...p2qq,185.306175,0,231.63271874999998,interstellars
terra1a8mey...jfx6,23.093962,0,28.867452500000002,interstellars
terra1a86q4...6mr8,12.089646,0,15.1120575,interstellars
terra1a8kze...juqq,2.080667,0,2.60083375,interstellars
terra1a8nxc...vmxe,171.24,0,214.05,interstellars
terra1a8tfd...pgxa,285.624985,0,357.03123124999996,interstellars
terra1a8gpt...7au5,164.968398,0,206.2104975,interstellars
terra1axu03...3gv2,0.041063,0,0.051328750000000006,interstellars
terra1axe0f...u5lr,167.218251,0,209.02281375,interstellars
terra1axhlz...7z4l,2795.874522,0,3494.8431525,interstellars
terra1a9uuc...2q4e,308.398972,0,385.498715,interstellars
terra1a9pgp...2dwt,55.661562,0,69.5769525,interstellars
terra1ay7t0...v846,1013.346387,0,1266.68298375,interstellars
terra1ayat2...xvyk,221.190427,0,276.48803375,interstellars
terra1ayagm...q60h,0.434428,0,0.5430349999999999,interstellars
terra1ay6w4...xwv2,636.66,0,795.8249999999999,interstellars
terra1ayjq7...vlly,0.004979,0,0.00622375,interstellars
terra1arcwu...sdy2,0.415755,0,0.51969375,interstellars
terra1ar3jf...n6y7,2,0,2.5,interstellars
terra1arwxw...jqaq,213.267326,0,266.5841575,interstellars
terra1arptc...4mgw,2505.599278,0,3131.9990975,interstellars
terra1aza7q...kj54,2.076672,0,2.59584,interstellars
terra1azdmn...slnj,2.073714,0,2.5921424999999996,interstellars
terra1azggd...xeyh,2.287328,0,2.85916,interstellars
terra1apdnc...naq8,0.456352,0,0.57044,interstellars
terra1ap2sh...2gwv,132.0208,0,165.026,interstellars
terra1aqeye...r7au,8.910741,0,11.13842625,interstellars
terra1aqce5...nxgs,0.401466,0,0.5018325,interstellars
terra1ulnhd...zsdf,64.800426,0,81.0005325,interstellars
terra1ulnk4...xxml,2.224907,0,2.78113375,interstellars
terra1uldgg...z945,2.15947,0,2.6993374999999995,interstellars
terra1ul8x5...ycxg,0.475614,0,0.5945175,interstellars
terra1ulqxc...7q2n,92.180801,0,115.22600125,interstellars
terra1u7ew2...57gx,54.92,0,68.65,interstellars
terra1u7w5d...h9da,2800.007355,0,3500.00919375,interstellars
terra1u7zg9...2xwg,30.400113,0,38.00014125,interstellars
terra1ua775...hqw8,0.414622,0,0.5182775,interstellars
terra1ua0xt...uznj,330.552116,0,413.19014500000003,interstellars
terra1ua9en...ccqq,4285.560123,0,5356.95015375,interstellars
terra1umm0s...rlth,94.928695,0,118.66086875,interstellars
terra1um4ee...7cht,111,0,138.75,interstellars
terra1umnar...tpvs,0.040363,0,0.050453750000000006,interstellars
terra1umgxs...k2mn,11.818718,0,14.773397500000002,interstellars
terra1umgqr...dhr3,15.855218,0,19.819022500000003,interstellars
terra1um84w...zmvz,40550.023933,0,50687.529916249994,interstellars
terra1u65un...weal,0.413706,0,0.5171325,interstellars
terra1u652w...gt7k,0.040322,0,0.050402499999999996,interstellars
terra1ue365...uql6,0.539213,0,0.6740162500000001,interstellars
terra1uc7c7...zsg4,1049.100141,0,1311.3751762499999,interstellars
terra1uc7q2...7eeh,87.351479,0,109.18934875,interstellars
terra1ucpt2...gh0p,21.089704,0,26.36213,interstellars
terra1uh508...8qa7,0.417104,0,0.52138,interstellars
terra1uhjlh...ad2f,3108.549928,0,3885.68741,interstellars
terra1uhxfn...2hyl,91.838838,0,114.7985475,interstellars
terra1uhp6r...4t00,292.57,0,365.7125,interstellars
terra1ukl2q...6shx,2.096408,0,2.62051,interstellars
terra1uk7mp...28yu,39.020472,0,48.775589999999994,interstellars
terra1uk8nx...qp8y,2.105289,0,2.6316112499999997,interstellars
terra1u452x...m2qy,2.17218,0,2.715225,interstellars
terra1u4xpx...06ye,0.633456,0,0.79182,interstellars
terra1u4zd4...menw,8551.939898,0,10689.9248725,interstellars
terra1u5ud5...56zm,0.416006,0,0.5200075,interstellars
terra1u5hnf...qmpq,242.048219,0,302.56027374999996,interstellars
terra1u55zh...dxu8,0.191343,0,0.23917875000000002,interstellars
terra1u5dem...h272,2.640478,0,3.3005975,interstellars
terra1u58xv...4j23,51.92573,0,64.9071625,interstellars
terra1un4sm...d6xl,2.160185,0,2.70023125,interstellars
terra1unq0s...499q,293.78975,0,367.2371875,interstellars
terra1uj6uw...929z,40.007451,0,50.009313750000004,interstellars
terra1uj5p6...7x82,117.16,0,146.45,interstellars
terra1ujsd2...804c,2,0,2.5,interstellars
terra1ujvn5...tvlw,0.417854,0,0.5223175,interstellars
terra1ujxwa...ttcu,4894.109753,0,6117.63719125,interstellars
terra1u3plm...8ua2,272.313767,0,340.39220875,interstellars
terra1usm30...2cly,7.56137,0,9.4517125,interstellars
terra1usk02...mr3y,1493.384271,0,1866.7303387499999,interstellars
terra1us2sn...zj74,4.431581,0,5.539476250000001,interstellars
terra1us8f4...dlp4,33.233427,0,41.54178375,interstellars
terra1u0ku8...jjcx,44.246712,0,55.30839,interstellars
terra1u09kg...q7hm,0.415708,0,0.5196350000000001,interstellars
terra1u094k...dfy2,83.707674,0,104.6345925,interstellars
terra1u0y48...fldr,2.279289,0,2.84911125,interstellars
terra1uw8pe...238l,2.169178,0,2.7114725,interstellars
terra1udmsz...8dxx,23.550174,0,29.437717499999998,interstellars
terra1ud38t...nl9t,0.508119,0,0.6351487499999999,interstellars
terra1uvj9e...qff3,0.605895,0,0.7573687499999999,interstellars
terra1utu5y...xt0p,82.520528,0,103.15066,interstellars
terra1utdea...whkd,136.387667,0,170.48458374999998,interstellars
terra1u27ty...v0mr,43.103897,0,53.87987125000001,interstellars
terra1u2fxs...uxs5,409.780187,0,512.22523375,interstellars
terra1ufw2d...hwyx,0.433213,0,0.54151625,interstellars
terra1uf85y...4vsf,0.149859,0,0.18732374999999998,interstellars
terra1ufqzm...2jsp,73.321763,0,91.65220375000001,interstellars
terra1ugzs6...nqqh,1.14451,0,1.4306375,interstellars
terra1ugpz9...2h78,86.039538,0,107.54942249999999,interstellars
terra1u8u5p...j7u7,889.699817,0,1112.12477125,interstellars
terra1u8en8...3kxx,0.210088,0,0.26261,interstellars
terra1u8naj...2fks,0.432853,0,0.54106625,interstellars
terra1u8j37...wwxf,2500.003644,0,3125.004555,interstellars
terra1u8vqy...v3ju,2418.84792,0,3023.5599,interstellars
terra1u8rfp...lahp,0.409436,0,0.511795,interstellars
terra1u8pe6...c90e,10,0,12.5,interstellars
terra1uxamd...fxzm,19.225245,0,24.03155625,interstellars
terra1uxnwy...34jv,25,0,31.25,interstellars
terra1ux29s...nj73,110.608736,0,138.26092,interstellars
terra1uxqjv...muw0,0.005671,0,0.0070887499999999996,interstellars
terra1u9wjk...gaee,40,0,50,interstellars
terra1uy78r...q5h5,0.391696,0,0.48962,interstellars
terra1uyhnl...9utz,0.779119,0,0.97389875,interstellars
terra1uy587...4sxy,2.715735,0,3.39466875,interstellars
terra1uy3yq...nytn,2.156974,0,2.6962175,interstellars
terra1uy86e...3x7p,2406.848815,0,3008.5610187499997,interstellars
terra1uy8z2...ymex,0.40146,0,0.501825,interstellars
terra1uyzwk...xymk,10.556324,0,13.195405000000001,interstellars
terra1url9m...jl6s,2365.361036,0,2956.701295,interstellars
terra1ur777...fkft,235.932808,0,294.91600999999997,interstellars
terra1ur6jz...8gsr,0.020712,0,0.025890000000000003,interstellars
terra1urelz...f7e6,38.992834,0,48.741042500000006,interstellars
terra1urwu0...fqtt,0.116739,0,0.14592375,interstellars
terra1urqpr...f4rk,11.180312,0,13.97539,interstellars
terra1uzaqa...kh85,0.022575,0,0.02821875,interstellars
terra1uz4sl...24ck,84.571377,0,105.71422125,interstellars
terra1uzfun...dqqj,0.216001,0,0.27000124999999997,interstellars
terra1up6rq...9t3p,152.980363,0,191.22545375,interstellars
terra1upc6e...tx3f,104.753833,0,130.94229125,interstellars
terra1up446...uvyu,150.906343,0,188.63292875,interstellars
terra1upx7q...r78h,0.215819,0,0.26977375000000003,interstellars
terra1upp3c...cz9n,2.157253,0,2.69656625,interstellars
terra1uqhyl...w3wt,400.482273,0,500.60284125000004,interstellars
terra1uqd3f...95kn,3691.379594,0,4614.2244924999995,interstellars
terra1uqvct...x3ks,0.020963,0,0.026203749999999998,interstellars
terra1mlul7...4ga4,378.929929,0,473.66241125,interstellars
terra1ml54x...w0lp,111.31008,0,139.1376,interstellars
terra1mlnt7...a3jd,251.554737,0,314.44342125,interstellars
terra1ml3y3...su02,81.077087,0,101.34635875000001,interstellars
terra1mlrlx...9xn8,283.498254,0,354.3728175,interstellars
terra1mlzah...nu2p,2409.817743,0,3012.27217875,interstellars
terra1m77ql...twda,523.211575,0,654.0144687500001,interstellars
terra1m7m9q...8x40,1.052442,0,1.3155525000000001,interstellars
terra1m7x28...0al0,794.671869,0,993.33983625,interstellars
terra1m7qfg...gmvf,1,0,1.25,interstellars
terra1makev...l9ut,0.418085,0,0.5226062499999999,interstellars
terra1mu04y...7l8p,27.590089,0,34.48761125,interstellars
terra1mug3p...mtae,26.824026,0,33.5300325,interstellars
terra1mup0y...tf7x,0.433954,0,0.5424425,interstellars
terra1mmmk7...0pst,2.102534,0,2.6281675,interstellars
terra1mmkk4...pdhr,31.544274,0,39.4303425,interstellars
terra1mmf76...wq8w,0.436645,0,0.54580625,interstellars
terra1m6qvd...vkqh,42.775809,0,53.469761250000005,interstellars
terra1mel0g...yanz,219.992966,0,274.9912075,interstellars
terra1mecv5...hj7c,2.095391,0,2.6192387499999996,interstellars
terra1menyr...4j5l,93.927194,0,117.4089925,interstellars
terra1me334...mhr8,98.544614,0,123.1807675,interstellars
terra1mew29...5awt,0.177207,0,0.22150875,interstellars
terra1mc08p...5l9t,45.207617,0,56.50952125,interstellars
terra1mcf3l...ghc0,0.020937,0,0.02617125,interstellars
terra1mhcht...mxm8,2402.871216,0,3003.58902,interstellars
terra1mhht6...7hrz,0.153714,0,0.1921425,interstellars
terra1mk4yg...4p74,2.128062,0,2.6600775,interstellars
terra1mkd5j...7quq,17.565587,0,21.95698375,interstellars
terra1mktsh...6kz7,10.72,0,13.4,interstellars
terra1mk9e5...fqxr,0.414809,0,0.51851125,interstellars
terra1m4c9f...hsxx,0.417282,0,0.5216025,interstellars
terra1m57v2...mrfs,150.187934,0,187.73491750000002,interstellars
terra1m5u23...drd4,22.525602,0,28.157002499999997,interstellars
terra1m54kl...34uf,1085.472363,0,1356.84045375,interstellars
terra1m58r8...dgdy,49.216247,0,61.520308750000005,interstellars
terra1m5zjp...rwt2,784.668932,0,980.836165,interstellars
terra1mn47h...3kqy,261.633512,0,327.04188999999997,interstellars
terra1mn53w...v932,1.65,0,2.0625,interstellars
terra1mn5wn...t6g5,0.40361,0,0.5045125,interstellars
terra1mnjf6...f3s6,0.389947,0,0.48743375,interstellars
terra1mn07d...3mya,1351.389488,0,1689.23686,interstellars
terra1mnwhf...4fkt,1.996282,0,2.4953525,interstellars
terra1mjt40...x7xu,436.028224,0,545.0352800000001,interstellars
terra1mjf6g...en3q,0.412418,0,0.5155225,interstellars
terra1mjxqr...n9p2,12.599145,0,15.74893125,interstellars
terra1mjpsw...f7f7,120.962204,0,151.202755,interstellars
terra1m3eht...d3kl,0.823062,0,1.0288275,interstellars
terra1m32w9...vqed,1.323086,0,1.6538575,interstellars
terra1ms752...8wsn,171.985026,0,214.98128250000002,interstellars
terra1ms24n...82sd,55.113068,0,68.891335,interstellars
terra1ms8hh...tkmf,0.420957,0,0.52619625,interstellars
terra1m0l6g...avm8,15.474223,0,19.34277875,interstellars
terra1m0l42...muys,43.593601,0,54.49200125,interstellars
terra1m0wmf...q7fd,0.059493,0,0.07436625,interstellars
terra1m0tmp...h9sh,1001.995539,0,1252.49442375,interstellars
terra1m0fgd...0zrl,2.270494,0,2.8381174999999996,interstellars
terra1m097k...atpt,892.04705,0,1115.0588125,interstellars
terra1mws7e...qxme,49.640289,0,62.05036125,interstellars
terra1mw009...ntms,2485.719681,0,3107.14960125,interstellars
terra1mwvsr...mhyu,1.078889,0,1.34861125,interstellars
terra1mwtty...f6hu,1230.671343,0,1538.33917875,interstellars
terra1mwr9r...v68h,66.542212,0,83.17776500000001,interstellars
terra1mderj...5suz,202.108449,0,252.63556125000002,interstellars
terra1mv5mu...7mh0,0.416527,0,0.52065875,interstellars
terra1mtefp...58x2,1.277658,0,1.5970725,interstellars
terra1mtnzj...k5kw,9.560806,0,11.9510075,interstellars
terra1mtg5q...qqqr,0.022657,0,0.02832125,interstellars
terra1mt8w5...v4a5,1.048016,0,1.3100200000000002,interstellars
terra1mt906...2p28,111.151584,0,138.93948,interstellars
terra1mtza8...ffs9,3684.550469,0,4605.68808625,interstellars
terra1m2w0v...sl43,56.784198,0,70.9802475,interstellars
terra1m2gl6...4r39,2.13285,0,2.6660625,interstellars
terra1m2xg4...8k3l,0.022051,0,0.02756375,interstellars
terra1m2r4x...6rut,221.445976,0,276.80747,interstellars
terra1m2rq8...y3qa,855.903176,0,1069.87897,interstellars
terra1mf6cu...z3jg,0.020022,0,0.0250275,interstellars
terra1mfe7e...jwf0,1.604553,0,2.00569125,interstellars
terra1mfvrn...kppd,925.740922,0,1157.1761525,interstellars
terra1mg44l...0x7t,78.42304,0,98.0288,interstellars
terra1m8e2s...4wkj,256.897219,0,321.12152375,interstellars
terra1m8sfp...cm0e,54.305796,0,67.882245,interstellars
terra1m8thz...y7ej,228.917549,0,286.14693625,interstellars
terra1m8r9x...y2fg,1222.147727,0,1527.68465875,interstellars
terra1mxl0d...a2nz,2.011715,0,2.5146437500000003,interstellars
terra1mx6f3...ekng,22.462114,0,28.0776425,interstellars
terra1mx4m8...08cv,96.125761,0,120.15720125,interstellars
terra1mxt62...l7ae,1.042336,0,1.3029199999999999,interstellars
terra1mx920...0mnv,0.530352,0,0.6629400000000001,interstellars
terra1m9w56...arz0,0.103562,0,0.1294525,interstellars
terra1m9tug...329v,1.17615,0,1.4701875,interstellars
terra1myck0...7ntv,21.059121,0,26.323901250000002,interstellars
terra1myws5...3juu,2113.518452,0,2641.898065,interstellars
terra1myre3...e56h,199.44106,0,249.301325,interstellars
terra1mrkkh...mw8x,41.98,0,52.474999999999994,interstellars
terra1mrz2e...zwj3,18.684415,0,23.35551875,interstellars
terra1mrzrp...nyrr,41.745199,0,52.18149875,interstellars
terra1mzj25...fwxx,338.343063,0,422.92882875,interstellars
terra1mprw2...t8gx,9.968844,0,12.461055000000002,interstellars
terra1mq6d5...q55q,0.413508,0,0.516885,interstellars
terra1mqjkf...atpe,0.209968,0,0.26245999999999997,interstellars
terra1mq0un...yyxw,115.127456,0,143.90931999999998,interstellars
terra1mqtce...p7eq,0.881698,0,1.1021225,interstellars
terra1mqfcu...pfal,0.021399,0,0.02674875,interstellars
terra1mqq59...upgp,12,0,15,interstellars
terra16ln4e...srcy,228.90505,0,286.1313125,interstellars
terra16ljrj...q8xs,47.400999,0,59.25124875,interstellars
terra16lvlm...frz7,134.416187,0,168.02023375000002,interstellars
terra167d69...8ct4,22.770557,0,28.46319625,interstellars
terra1679nz...rtu0,0.452358,0,0.5654475,interstellars
terra16a8pn...faqj,2.414837,0,3.01854625,interstellars
terra16uk88...tpjc,54.27079,0,67.8384875,interstellars
terra16uvg5...c2g9,240.838782,0,301.0484775,interstellars
terra16uxwp...qnal,2405.988993,0,3007.4862412499997,interstellars
terra16uygt...zyd6,18.233693,0,22.79211625,interstellars
terra16urwr...m29v,0.3,0,0.375,interstellars
terra16uzka...hp8d,24.263374,0,30.3292175,interstellars
terra16m54g...azaw,1292.949901,0,1616.18737625,interstellars
terra16mwny...rjfx,140.431626,0,175.5395325,interstellars
terra16mv70...y86f,0.199824,0,0.24978,interstellars
terra16mvrn...h5uh,226.289764,0,282.862205,interstellars
terra16mgff...0he3,0.210149,0,0.26268625,interstellars
terra1666xc...7u7p,0.204299,0,0.25537375,interstellars
terra166cvs...j7fr,0.435706,0,0.5446325,interstellars
terra166dqm...zav5,0.567367,0,0.7092087499999999,interstellars
terra166x04...lzfh,2.225909,0,2.78238625,interstellars
terra1669s3...gkpe,661.246586,0,826.5582325,interstellars
terra166pfy...50ph,876.629724,0,1095.787155,interstellars
terra16e543...w2qn,0.433502,0,0.5418775,interstellars
terra16ejc6...k36v,0.020487,0,0.02560875,interstellars
terra16ew6f...52sw,149.479431,0,186.84928875,interstellars
terra16edzu...v9gg,0.412505,0,0.51563125,interstellars
terra16evuj...x0ds,0.108756,0,0.135945,interstellars
terra16e9u5...4nvd,4.319716,0,5.399645,interstellars
terra16eqwp...zq0z,53.943493,0,67.42936625,interstellars
terra16cmfl...s98u,2.001126,0,2.5014075,interstellars
terra16ha3w...ltzu,1.980006,0,2.4750075,interstellars
terra16hw95...wak6,4195.792077,0,5244.74009625,interstellars
terra16hg52...lxlf,1642.289038,0,2052.8612974999996,interstellars
terra16h9n9...6zhn,4122.260219,0,5152.82527375,interstellars
terra16kdet...uam3,0.208954,0,0.2611925,interstellars
terra16krhe...hxc8,0.403086,0,0.5038575,interstellars
terra164xey...sn8q,4.233696,0,5.292120000000001,interstellars
terra164qjr...xce5,1007.225588,0,1259.031985,interstellars
terra165hme...fxdx,0.960172,0,1.200215,interstellars
terra1655ek...pqvs,0.41319,0,0.5164875,interstellars
terra165nvz...ge88,0.519998,0,0.6499975,interstellars
terra165rju...nfgy,0.020806,0,0.026007500000000003,interstellars
terra16nae2...lkmj,0.435351,0,0.54418875,interstellars
terra16n3s9...3cv2,36.822573,0,46.02821625,interstellars
terra16nxlh...xrmy,1.203434,0,1.5042924999999998,interstellars
terra16nyd2...6ket,1.24737,0,1.5592125000000001,interstellars
terra16jasg...rxlg,2569.736119,0,3212.1701487500004,interstellars
terra16jutq...mke6,27.204847,0,34.00605875,interstellars
terra16jct4...z6xx,0.4338,0,0.54225,interstellars
terra16jklk...a9qf,0.434602,0,0.5432525,interstellars
terra16j4mr...cvy6,1092.972644,0,1366.2158049999998,interstellars
terra163qej...pz7p,1352,0,1690,interstellars
terra16s6m2...eftd,0.415645,0,0.5195562499999999,interstellars
terra16sh5t...nldz,13,0,16.25,interstellars
terra16shgz...0hmv,11.346805,0,14.18350625,interstellars
terra16ss9g...g9td,315.296539,0,394.12067375,interstellars
terra16s26s...me5q,0.413712,0,0.51714,interstellars
terra160lpk...jpv6,283.964517,0,354.95564625,interstellars
terra160agu...fctz,17.277686,0,21.5971075,interstellars
terra160h7w...c3ra,2.232595,0,2.79074375,interstellars
terra160km6...hxxu,14.559516,0,18.199395,interstellars
terra160jfj...8hzp,0.192666,0,0.2408325,interstellars
terra160sxq...8mzs,2.150713,0,2.68839125,interstellars
terra160s9z...2yjq,1.316417,0,1.6455212499999998,interstellars
terra16083c...3ps6,0.761423,0,0.9517787499999999,interstellars
terra160rex...3xgh,0.500874,0,0.6260925,interstellars
terra16daas...7d52,21.362037,0,26.70254625,interstellars
terra16dwc2...0fj2,140.814739,0,176.01842375,interstellars
terra16dddj...xyd2,163.040449,0,203.80056125,interstellars
terra16dfwz...kapc,149.383883,0,186.72985375,interstellars
terra16vpvy...ynjl,65,0,81.25,interstellars
terra16th3m...l92x,0.402204,0,0.5027550000000001,interstellars
